-0.00632	0.12	-0.01
-0.0063	0.118	-0.008
-0.00628	0.12	-0.01
-0.00626	0.118	-0.012
-0.00624	0.118	-0.01
-0.00622	0.114	-0.008
-0.0062	0.114	-0.012
-0.00618	0.116	-0.01
-0.00616	0.114	-0.01
-0.00614	0.116	-0.01
-0.00612	0.116	-0.008
-0.0061	0.116	-0.008
-0.00608	0.116	-0.006
-0.00606	0.114	-0.008
-0.00604	0.114	-0.008
-0.00602	0.11	-0.01
-0.006	0.114	-0.01
-0.00598	0.112	-0.01
-0.00596	0.114	-0.012
-0.00594	0.114	-0.008
-0.00592	0.114	-0.014
-0.0059	0.112	-0.01
-0.00588	0.112	-0.008
-0.00586	0.11	-0.006
-0.00584	0.108	-0.008
-0.00582	0.11	-0.006
-0.0058	0.11	-0.01
-0.00578	0.11	-0.008
-0.00576	0.112	-0.008
-0.00574	0.11	-0.01
-0.00572	0.112	-0.008
-0.0057	0.108	-0.008
-0.00568	0.11	-0.006
-0.00566	0.106	-0.004
-0.00564	0.106	-0.006
-0.00562	0.108	-0.004
-0.0056	0.106	-0.006
-0.00558	0.108	-0.006
-0.00556	0.108	-0.006
-0.00554	0.108	-0.01
-0.00552	0.108	-0.006
-0.0055	0.102	-0.004
-0.00548	0.104	-0.002
-0.00546	0.104	-0.006
-0.00544	0.104	0
-0.00542	0.104	-0.004
-0.0054	0.104	0
-0.00538	0.104	-0.004
-0.00536	0.104	-0.002
-0.00534	0.104	-0.004
-0.00532	0.102	-0.002
-0.0053	0.102	-0.002
-0.00528	0.1	-0.002
-0.00526	0.102	-0.002
-0.00524	0.1	-0.004
-0.00522	0.104	0
-0.0052	0.102	0
-0.00518	0.102	0.002
-0.00516	0.104	0
-0.00514	0.1	-0.002
-0.00512	0.098	0.004
-0.0051	0.098	0.004
-0.00508	0.098	0.002
-0.00506	0.098	0
-0.00504	0.096	0.004
-0.00502	0.098	0.002
-0.005	0.098	0.002
-0.00498	0.098	0.002
-0.00496	0.096	0.004
-0.00494	0.094	0.002
-0.00492	0.094	0.004
-0.0049	0.096	0.004
-0.00488	0.094	0.004
-0.00486	0.094	0.006
-0.00484	0.094	0.006
-0.00482	0.098	0.006
-0.0048	0.096	0.006
-0.00478	0.094	0.006
