-0.0048	0.09	0
-0.004796	0.094	0.002
-0.004792	0.092	0.004
-0.004788	0.094	0.004
-0.004784	0.094	0.002
-0.00478	0.092	0.002
-0.004776	0.094	0.002
-0.004772	0.092	0.002
-0.004768	0.094	0
-0.004764	0.092	0
-0.00476	0.092	0.002
-0.004756	0.092	0.002
-0.004752	0.092	0.004
-0.004748	0.094	0.002
-0.004744	0.092	0.002
-0.00474	0.094	0.004
-0.004736	0.092	0.004
-0.004732	0.09	0.004
-0.004728	0.096	0.004
-0.004724	0.09	0.002
-0.00472	0.094	0.002
-0.004716	0.088	0.004
-0.004712	0.094	0.004
-0.004708	0.092	0.002
-0.004704	0.09	0
-0.0047	0.092	0.002
-0.004696	0.09	0.002
-0.004692	0.092	0.004
-0.004688	0.09	0.004
-0.004684	0.092	0.004
-0.00468	0.09	0.002
-0.004676	0.09	0.004
-0.004672	0.092	0.004
-0.004668	0.09	0.004
-0.004664	0.092	0.006
-0.00466	0.09	0.004
-0.004656	0.09	0.004
-0.004652	0.094	0.004
-0.004648	0.088	0.004
-0.004644	0.092	0.004
-0.00464	0.092	0.006
-0.004636	0.09	0.004
-0.004632	0.092	0.006
-0.004628	0.088	0.006
-0.004624	0.092	0.004
-0.00462	0.088	0.004
-0.004616	0.092	0.004
-0.004612	0.09	0.004
-0.004608	0.09	0.004
-0.004604	0.09	0.004
-0.0046	0.088	0.006
-0.004596	0.092	0.004
-0.004592	0.088	0.004
-0.004588	0.092	0.004
-0.004584	0.088	0.006
-0.00458	0.09	0.01
-0.004576	0.09	0.006
-0.004572	0.086	0.002
-0.004568	0.092	0.006
-0.004564	0.088	0.006
-0.00456	0.09	0.008
-0.004556	0.09	0.006
-0.004552	0.09	0.004
-0.004548	0.09	0.006
-0.004544	0.086	0.006
-0.00454	0.09	0.006
-0.004536	0.09	0.006
-0.004532	0.09	0.008
-0.004528	0.088	0.004
-0.004524	0.086	0.004
-0.00452	0.092	0.006
-0.004516	0.086	0.006
-0.004512	0.09	0.006
-0.004508	0.086	0.004
-0.004504	0.088	0.004
-0.0045	0.088	0.004
-0.004496	0.084	0.006
-0.004492	0.088	0.004
-0.004488	0.086	0.002
-0.004484	0.088	0.004
-0.00448	0.088	0.004
-0.004476	0.086	0.006
-0.004472	0.088	0.004
-0.004468	0.086	0.004
-0.004464	0.09	0.008
-0.00446	0.086	0.008
-0.004456	0.088	0.01
-0.004452	0.088	0.006
-0.004448	0.086	0.006
-0.004444	0.088	0.008
-0.00444	0.086	0.008
-0.004436	0.088	0.008
-0.004432	0.086	0.008
-0.004428	0.086	0.006
-0.004424	0.088	0.006
-0.00442	0.088	0.008
-0.004416	0.086	0.008
-0.004412	0.086	0.01
-0.004408	0.088	0.01
-0.004404	0.086	0.006
-0.0044	0.086	0.008
-0.004396	0.086	0.01
-0.004392	0.086	0.012
-0.004388	0.086	0.01
-0.004384	0.086	0.004
-0.00438	0.086	0.008
-0.004376	0.086	0.008
-0.004372	0.084	0.01
-0.004368	0.088	0.01
-0.004364	0.084	0.008
-0.00436	0.088	0.008
-0.004356	0.084	0.008
-0.004352	0.084	0.01
-0.004348	0.086	0.01
-0.004344	0.084	0.012
-0.00434	0.088	0.01
-0.004336	0.084	0.012
-0.004332	0.086	0.012
-0.004328	0.086	0.012
-0.004324	0.086	0.008
-0.00432	0.084	0.008
-0.004316	0.082	0.01
-0.004312	0.086	0.012
-0.004308	0.082	0.008
-0.004304	0.086	0.01
-0.0043	0.084	0.01
-0.004296	0.084	0.012
-0.004292	0.086	0.012
-0.004288	0.084	0.012
-0.004284	0.084	0.012
-0.00428	0.082	0.01
-0.004276	0.084	0.01
-0.004272	0.084	0.012
-0.004268	0.084	0.012
-0.004264	0.086	0.012
-0.00426	0.082	0.012
-0.004256	0.086	0.01
-0.004252	0.084	0.01
-0.004248	0.082	0.012
-0.004244	0.086	0.012
-0.00424	0.082	0.01
-0.004236	0.084	0.012
-0.004232	0.082	0.012
-0.004228	0.086	0.012
-0.004224	0.082	0.012
-0.00422	0.082	0.014
-0.004216	0.086	0.014
-0.004212	0.082	0.012
-0.004208	0.086	0.014
-0.004204	0.08	0.012
-0.0042	0.084	0.018
-0.004196	0.084	0.014
-0.004192	0.082	0.012
-0.004188	0.084	0.014
-0.004184	0.082	0.016
-0.00418	0.082	0.016
-0.004176	0.082	0.012
-0.004172	0.082	0.014
-0.004168	0.082	0.016
-0.004164	0.08	0.016
-0.00416	0.086	0.016
-0.004156	0.08	0.016
-0.004152	0.082	0.016
-0.004148	0.082	0.016
-0.004144	0.08	0.012
-0.00414	0.082	0.016
-0.004136	0.08	0.018
-0.004132	0.084	0.016
-0.004128	0.078	0.012
-0.004124	0.082	0.012
-0.00412	0.082	0.016
-0.004116	0.082	0.018
-0.004112	0.082	0.016
-0.004108	0.08	0.016
-0.004104	0.084	0.016
-0.0041	0.082	0.016
-0.004096	0.082	0.02
-0.004092	0.082	0.018
-0.004088	0.078	0.018
-0.004084	0.082	0.016
-0.00408	0.08	0.016
-0.004076	0.08	0.02
-0.004072	0.08	0.016
-0.004068	0.08	0.016
-0.004064	0.082	0.018
-0.00406	0.078	0.016
-0.004056	0.082	0.016
-0.004052	0.08	0.02
-0.004048	0.08	0.02
-0.004044	0.082	0.018
-0.00404	0.078	0.018
-0.004036	0.082	0.02
-0.004032	0.076	0.02
-0.004028	0.082	0.018
-0.004024	0.078	0.02
-0.00402	0.08	0.018
-0.004016	0.078	0.018
-0.004012	0.076	0.02
-0.004008	0.082	0.02
-0.004004	0.078	0.02
-0.004	0.08	0.018
-0.003996	0.076	0.02
-0.003992	0.078	0.026
-0.003988	0.08	0.022
-0.003984	0.078	0.022
-0.00398	0.08	0.02
-0.003976	0.076	0.02
-0.003972	0.078	0.022
-0.003968	0.078	0.022
-0.003964	0.08	0.024
-0.00396	0.08	0.024
-0.003956	0.078	0.024
-0.003952	0.08	0.026
-0.003948	0.076	0.024
-0.003944	0.076	0.024
-0.00394	0.078	0.024
-0.003936	0.076	0.024
-0.003932	0.08	0.024
-0.003928	0.078	0.026
-0.003924	0.08	0.026
-0.00392	0.076	0.024
-0.003916	0.076	0.026
-0.003912	0.08	0.028
-0.003908	0.076	0.028
-0.003904	0.08	0.028
-0.0039	0.076	0.028
-0.003896	0.078	0.028
-0.003892	0.076	0.028
-0.003888	0.076	0.03
-0.003884	0.078	0.03
-0.00388	0.076	0.03
-0.003876	0.078	0.032
-0.003872	0.076	0.028
-0.003868	0.078	0.028
-0.003864	0.076	0.03
-0.00386	0.076	0.03
-0.003856	0.08	0.028
-0.003852	0.074	0.03
-0.003848	0.076	0.03
-0.003844	0.076	0.032
-0.00384	0.074	0.034
-0.003836	0.078	0.038
-0.003832	0.076	0.034
-0.003828	0.078	0.036
-0.003824	0.076	0.034
-0.00382	0.076	0.038
-0.003816	0.074	0.036
-0.003812	0.074	0.036
-0.003808	0.076	0.036
-0.003804	0.072	0.04
-0.0038	0.078	0.04
-0.003796	0.074	0.038
-0.003792	0.076	0.036
-0.003788	0.074	0.036
-0.003784	0.072	0.038
-0.00378	0.078	0.038
-0.003776	0.074	0.04
-0.003772	0.076	0.04
-0.003768	0.072	0.04
-0.003764	0.074	0.038
-0.00376	0.074	0.044
-0.003756	0.074	0.044
-0.003752	0.076	0.044
-0.003748	0.074	0.042
-0.003744	0.074	0.044
-0.00374	0.074	0.044
-0.003736	0.076	0.044
-0.003732	0.076	0.044
-0.003728	0.07	0.044
-0.003724	0.076	0.044
-0.00372	0.072	0.046
-0.003716	0.076	0.048
-0.003712	0.072	0.046
-0.003708	0.072	0.05
-0.003704	0.074	0.048
-0.0037	0.072	0.048
-0.003696	0.076	0.05
-0.003692	0.07	0.05
-0.003688	0.074	0.05
-0.003684	0.072	0.05
-0.00368	0.07	0.052
-0.003676	0.072	0.052
-0.003672	0.07	0.054
-0.003668	0.074	0.054
-0.003664	0.072	0.056
-0.00366	0.072	0.054
-0.003656	0.072	0.058
-0.003652	0.07	0.056
-0.003648	0.074	0.058
-0.003644	0.07	0.06
-0.00364	0.072	0.058
-0.003636	0.07	0.06
-0.003632	0.07	0.062
-0.003628	0.072	0.06
-0.003624	0.07	0.06
-0.00362	0.074	0.062
-0.003616	0.07	0.062
-0.003612	0.07	0.064
-0.003608	0.07	0.066
-0.003604	0.072	0.066
-0.0036	0.072	0.062
-0.003596	0.068	0.064
-0.003592	0.072	0.066
-0.003588	0.07	0.068
-0.003584	0.072	0.066
-0.00358	0.07	0.066
-0.003576	0.068	0.07
-0.003572	0.074	0.064
-0.003568	0.068	0.07
-0.003564	0.072	0.07
-0.00356	0.068	0.07
-0.003556	0.07	0.074
-0.003552	0.072	0.074
-0.003548	0.07	0.07
-0.003544	0.072	0.074
-0.00354	0.07	0.076
-0.003536	0.068	0.076
-0.003532	0.07	0.078
-0.003528	0.068	0.078
-0.003524	0.072	0.078
-0.00352	0.066	0.08
-0.003516	0.07	0.08
-0.003512	0.068	0.078
-0.003508	0.07	0.08
-0.003504	0.07	0.084
-0.0035	0.066	0.086
-0.003496	0.072	0.084
-0.003492	0.068	0.082
-0.003488	0.07	0.084
-0.003484	0.068	0.088
-0.00348	0.066	0.086
-0.003476	0.07	0.084
-0.003472	0.068	0.086
-0.003468	0.07	0.088
-0.003464	0.064	0.086
-0.00346	0.07	0.082
-0.003456	0.07	0.088
-0.003452	0.068	0.09
-0.003448	0.07	0.088
-0.003444	0.066	0.09
-0.00344	0.07	0.09
-0.003436	0.066	0.092
-0.003432	0.068	0.092
-0.003428	0.068	0.09
-0.003424	0.066	0.09
-0.00342	0.068	0.092
-0.003416	0.066	0.092
-0.003412	0.07	0.09
-0.003408	0.068	0.092
-0.003404	0.064	0.094
-0.0034	0.066	0.092
-0.003396	0.064	0.092
-0.003392	0.068	0.092
-0.003388	0.064	0.094
-0.003384	0.068	0.094
-0.00338	0.068	0.092
-0.003376	0.066	0.094
-0.003372	0.068	0.094
-0.003368	0.064	0.096
-0.003364	0.066	0.09
-0.00336	0.066	0.09
-0.003356	0.066	0.09
-0.003352	0.066	0.09
-0.003348	0.064	0.092
-0.003344	0.068	0.092
-0.00334	0.064	0.09
-0.003336	0.068	0.09
-0.003332	0.066	0.09
-0.003328	0.064	0.092
-0.003324	0.066	0.09
-0.00332	0.062	0.09
-0.003316	0.068	0.09
-0.003312	0.064	0.09
-0.003308	0.064	0.088
-0.003304	0.064	0.084
-0.0033	0.064	0.088
-0.003296	0.066	0.088
-0.003292	0.062	0.084
-0.003288	0.064	0.084
-0.003284	0.064	0.084
-0.00328	0.064	0.084
-0.003276	0.066	0.084
-0.003272	0.06	0.084
-0.003268	0.064	0.084
-0.003264	0.064	0.084
-0.00326	0.064	0.086
-0.003256	0.062	0.08
-0.003252	0.064	0.082
-0.003248	0.066	0.082
-0.003244	0.062	0.08
-0.00324	0.064	0.074
-0.003236	0.062	0.078
-0.003232	0.064	0.08
-0.003228	0.064	0.078
-0.003224	0.062	0.076
-0.00322	0.064	0.074
-0.003216	0.062	0.076
-0.003212	0.064	0.078
-0.003208	0.062	0.074
-0.003204	0.062	0.074
-0.0032	0.064	0.072
-0.003196	0.06	0.072
-0.003192	0.062	0.07
-0.003188	0.062	0.068
-0.003184	0.064	0.07
-0.00318	0.062	0.068
-0.003176	0.06	0.066
-0.003172	0.062	0.066
-0.003168	0.062	0.068
-0.003164	0.064	0.066
-0.00316	0.058	0.064
-0.003156	0.06	0.066
-0.003152	0.062	0.064
-0.003148	0.062	0.062
-0.003144	0.062	0.064
-0.00314	0.058	0.062
-0.003136	0.064	0.064
-0.003132	0.06	0.056
-0.003128	0.06	0.06
-0.003124	0.06	0.056
-0.00312	0.058	0.056
-0.003116	0.062	0.056
-0.003112	0.06	0.056
-0.003108	0.062	0.056
-0.003104	0.06	0.054
-0.0031	0.06	0.052
-0.003096	0.062	0.052
-0.003092	0.058	0.054
-0.003088	0.062	0.052
-0.003084	0.058	0.052
-0.00308	0.058	0.05
-0.003076	0.06	0.056
-0.003072	0.062	0.052
-0.003068	0.062	0.05
-0.003064	0.058	0.048
-0.00306	0.058	0.048
-0.003056	0.062	0.046
-0.003052	0.06	0.046
-0.003048	0.06	0.046
-0.003044	0.058	0.044
-0.00304	0.06	0.044
-0.003036	0.058	0.044
-0.003032	0.06	0.042
-0.003028	0.058	0.04
-0.003024	0.058	0.044
-0.00302	0.06	0.044
-0.003016	0.058	0.042
-0.003012	0.06	0.04
-0.003008	0.056	0.04
-0.003004	0.058	0.042
-0.003	0.058	0.04
-0.002996	0.058	0.04
-0.002992	0.06	0.036
-0.002988	0.056	0.038
-0.002984	0.058	0.036
-0.00298	0.058	0.036
-0.002976	0.058	0.038
-0.002972	0.058	0.04
-0.002968	0.058	0.036
-0.002964	0.056	0.038
-0.00296	0.058	0.036
-0.002956	0.06	0.032
-0.002952	0.056	0.036
-0.002948	0.058	0.032
-0.002944	0.058	0.034
-0.00294	0.054	0.034
-0.002936	0.058	0.032
-0.002932	0.056	0.032
-0.002928	0.058	0.034
-0.002924	0.056	0.03
-0.00292	0.054	0.032
-0.002916	0.058	0.03
-0.002912	0.054	0.032
-0.002908	0.058	0.028
-0.002904	0.056	0.028
-0.0029	0.058	0.03
-0.002896	0.054	0.028
-0.002892	0.054	0.024
-0.002888	0.056	0.028
-0.002884	0.054	0.028
-0.00288	0.058	0.028
-0.002876	0.054	0.028
-0.002872	0.056	0.026
-0.002868	0.054	0.028
-0.002864	0.058	0.028
-0.00286	0.056	0.024
-0.002856	0.052	0.022
-0.002852	0.054	0.026
-0.002848	0.056	0.02
-0.002844	0.054	0.024
-0.00284	0.056	0.026
-0.002836	0.054	0.022
-0.002832	0.056	0.022
-0.002828	0.054	0.024
-0.002824	0.056	0.022
-0.00282	0.054	0.022
-0.002816	0.054	0.022
-0.002812	0.056	0.022
-0.002808	0.052	0.024
-0.002804	0.056	0.02
-0.0028	0.054	0.022
-0.002796	0.054	0.022
-0.002792	0.056	0.022
-0.002788	0.054	0.024
-0.002784	0.054	0.02
-0.00278	0.052	0.018
-0.002776	0.054	0.018
-0.002772	0.054	0.02
-0.002768	0.056	0.02
-0.002764	0.054	0.018
-0.00276	0.052	0.018
-0.002756	0.054	0.018
-0.002752	0.052	0.02
-0.002748	0.054	0.016
-0.002744	0.052	0.016
-0.00274	0.054	0.018
-0.002736	0.054	0.018
-0.002732	0.052	0.022
-0.002728	0.054	0.02
-0.002724	0.052	0.016
-0.00272	0.052	0.016
-0.002716	0.052	0.018
-0.002712	0.052	0.016
-0.002708	0.054	0.016
-0.002704	0.052	0.014
-0.0027	0.054	0.016
-0.002696	0.05	0.012
-0.002692	0.052	0.016
-0.002688	0.052	0.016
-0.002684	0.05	0.016
-0.00268	0.054	0.014
-0.002676	0.05	0.014
-0.002672	0.054	0.012
-0.002668	0.05	0.014
-0.002664	0.052	0.014
-0.00266	0.05	0.016
-0.002656	0.05	0.012
-0.002652	0.052	0.01
-0.002648	0.05	0.014
-0.002644	0.05	0.012
-0.00264	0.052	0.012
-0.002636	0.05	0.01
-0.002632	0.052	0.01
-0.002628	0.05	0.01
-0.002624	0.05	0.01
-0.00262	0.05	0.01
-0.002616	0.05	0.012
-0.002612	0.05	0.012
-0.002608	0.05	0.006
-0.002604	0.05	0.01
-0.0026	0.048	0.012
-0.002596	0.052	0.012
-0.002592	0.05	0.012
-0.002588	0.048	0.012
-0.002584	0.048	0.014
-0.00258	0.05	0.012
-0.002576	0.052	0.01
-0.002572	0.048	0.01
-0.002568	0.05	0.01
-0.002564	0.05	0.012
-0.00256	0.05	0.012
-0.002556	0.05	0.01
-0.002552	0.048	0.008
-0.002548	0.05	0.01
-0.002544	0.05	0.01
-0.00254	0.048	0.012
-0.002536	0.05	0.01
-0.002532	0.048	0.008
-0.002528	0.05	0.008
-0.002524	0.048	0.006
-0.00252	0.05	0.01
-0.002516	0.05	0.012
-0.002512	0.048	0.008
-0.002508	0.048	0.008
-0.002504	0.046	0.006
-0.0025	0.05	0.006
-0.002496	0.048	0.008
-0.002492	0.048	0.01
-0.002488	0.048	0.008
-0.002484	0.048	0.006
-0.00248	0.048	0.008
-0.002476	0.046	0.008
