-0.02652	-0.11	0.024	-0.11	0.0155
-0.0265	-0.114	0	-0.114	0.01125
-0.02648	-0.114	0.034	-0.114	0.01475
-0.02646	-0.108	-0.004	-0.108	0.01
-0.02644	-0.112	0.026	-0.112	0.013
-0.02642	-0.104	0.012	-0.104	0.0115
-0.0264	-0.112	0.008	-0.112	0.01075
-0.02638	-0.104	0.024	-0.104	0.01325
-0.02636	-0.114	-0.01	-0.114	0.0095
-0.02634	-0.098	0.028	-0.098	0.01475
-0.02632	-0.12	-0.004	-0.12	0.0115
-0.0263	-0.1	0.02	-0.1	0.01475
-0.02628	-0.104	0.014	-0.104	0.0145
-0.02626	-0.108	0.006	-0.108	0.013
-0.02624	-0.1	0.028	-0.1	0.016
-0.02622	-0.108	-0.006	-0.108	0.013
-0.0262	-0.104	0.032	-0.104	0.01775
-0.02618	-0.104	0.002	-0.104	0.014
-0.02616	-0.11	0.022	-0.11	0.01575
-0.02614	-0.102	0.018	-0.102	0.01525
-0.02612	-0.114	0.002	-0.114	0.0145
-0.0261	-0.104	0.03	-0.104	0.018
-0.02608	-0.114	0.004	-0.114	0.01325
-0.02606	-0.094	0.032	-0.094	0.01675
-0.02604	-0.108	0.002	-0.108	0.0125
-0.02602	-0.09	0.016	-0.09	0.01375
-0.026	-0.11	0.018	-0.11	0.01425
-0.02598	-0.096	0.012	-0.096	0.012
-0.02596	-0.11	0.03	-0.11	0.0145
-0.02594	-0.106	-0.008	-0.106	0.0095
-0.02592	-0.1	0.032	-0.1	0.0135
-0.0259	-0.102	-0.002	-0.102	0.0105
-0.02588	-0.1	0.012	-0.1	0.012
-0.02586	-0.094	0.02	-0.094	0.01375
-0.02584	-0.102	0	-0.102	0.01025
-0.02582	-0.096	0.032	-0.096	0.014
-0.0258	-0.108	-0.01	-0.108	0.00925
-0.02578	-0.096	0.024	-0.096	0.014
-0.02576	-0.11	0.008	-0.11	0.012
-0.02574	-0.092	0.01	-0.092	0.01275
-0.02572	-0.108	0.026	-0.108	0.01525
-0.0257	-0.09	-0.008	-0.09	0.01275
-0.02568	-0.106	0.03	-0.106	0.01775
-0.02566	-0.09	-0.006	-0.09	0.01375
-0.02564	-0.1	0.028	-0.1	0.0175
-0.02562	-0.1	0.008	-0.1	0.01475
-0.0256	-0.1	0.014	-0.1	0.015
-0.02558	-0.096	0.03	-0.096	0.01575
-0.02556	-0.102	0.006	-0.102	0.012
-0.02554	-0.092	0.032	-0.092	0.0155
-0.02552	-0.1	-0.002	-0.1	0.0125
-0.0255	-0.088	0.024	-0.088	0.01725
-0.02548	-0.1	0.006	-0.1	0.01575
-0.02546	-0.084	0.01	-0.084	0.0175
-0.02544	-0.102	0.02	-0.102	0.02
-0.02542	-0.086	0	-0.086	0.01775
-0.0254	-0.106	0.034	-0.106	0.0225
-0.02538	-0.092	0.008	-0.092	0.01975
-0.02536	-0.1	0.036	-0.1	0.0225
-0.02534	-0.088	0.012	-0.088	0.02075
-0.02532	-0.094	0.02	-0.094	0.022
-0.0253	-0.086	0.03	-0.086	0.0235
-0.02528	-0.092	0.002	-0.092	0.0205
-0.02526	-0.084	0.038	-0.084	0.0265
-0.02524	-0.1	0.012	-0.1	0.024
-0.02522	-0.09	0.03	-0.09	0.02675
-0.0252	-0.098	0.022	-0.098	0.026
-0.02518	-0.082	0.022	-0.082	0.02575
-0.02516	-0.096	0.032	-0.096	0.02725
-0.02514	-0.076	0.006	-0.076	0.025
-0.02512	-0.094	0.05	-0.094	0.02925
-0.0251	-0.08	0.018	-0.08	0.0245
-0.02508	-0.092	0.034	-0.092	0.0255
-0.02506	-0.082	0.024	-0.082	0.02425
-0.02504	-0.092	0.02	-0.092	0.024
-0.02502	-0.086	0.034	-0.086	0.02625
-0.025	-0.09	0.014	-0.09	0.02275
-0.02498	-0.09	0.04	-0.09	0.02575
-0.02496	-0.09	0.012	-0.09	0.02225
-0.02494	-0.078	0.026	-0.078	0.02575
-0.02492	-0.088	0.024	-0.088	0.02825
-0.0249	-0.074	0.022	-0.074	0.02725
-0.02488	-0.094	0.038	-0.094	0.03025
-0.02486	-0.078	0.006	-0.078	0.027
-0.02484	-0.096	0.038	-0.096	0.03275
-0.02482	-0.08	0.012	-0.08	0.0305
-0.0248	-0.086	0.04	-0.086	0.033
-0.02478	-0.076	0.046	-0.076	0.032
-0.02476	-0.084	0.016	-0.084	0.0285
-0.02474	-0.076	0.046	-0.076	0.0325
-0.02472	-0.08	0.012	-0.08	0.02825
-0.0247	-0.082	0.052	-0.082	0.0325
-0.02468	-0.076	0.02	-0.076	0.03025
-0.02466	-0.086	0.032	-0.086	0.03275
-0.02464	-0.078	0.032	-0.078	0.03425
-0.02462	-0.07	0.018	-0.07	0.03325
-0.0246	-0.086	0.048	-0.086	0.038
-0.02458	-0.068	0.012	-0.068	0.034
-0.02456	-0.082	0.046	-0.082	0.03925
-0.02454	-0.072	0.034	-0.072	0.037
-0.02452	-0.082	0.04	-0.082	0.037
-0.0245	-0.074	0.044	-0.074	0.038
-0.02448	-0.082	0.024	-0.082	0.036
-0.02446	-0.076	0.056	-0.076	0.041
-0.02444	-0.076	0.016	-0.076	0.03825
-0.02442	-0.076	0.054	-0.076	0.044
-0.0244	-0.07	0.028	-0.07	0.04225
-0.02438	-0.078	0.034	-0.078	0.04425
-0.02436	-0.07	0.048	-0.07	0.046
-0.02434	-0.08	0.028	-0.08	0.044
-0.02432	-0.064	0.064	-0.064	0.0485
-0.0243	-0.07	0.034	-0.07	0.044
-0.02428	-0.084	0.062	-0.084	0.04775
-0.02426	-0.07	0.04	-0.07	0.045
-0.02424	-0.076	0.044	-0.076	0.045
-0.02422	-0.064	0.048	-0.064	0.0475
-0.0242	-0.07	0.032	-0.07	0.046
-0.02418	-0.066	0.064	-0.066	0.05025
-0.02416	-0.068	0.028	-0.068	0.04625
-0.02414	-0.072	0.064	-0.072	0.051
-0.02412	-0.068	0.04	-0.068	0.049
-0.0241	-0.078	0.04	-0.078	0.0505
-0.02408	-0.066	0.064	-0.066	0.055
-0.02406	-0.076	0.036	-0.076	0.05275
-0.02404	-0.056	0.066	-0.056	0.058
-0.02402	-0.072	0.032	-0.072	0.0565
