0	14.333334
0.079577424	14.333334
0.15915453	24
0.23873103	37.5
0.31830662	50.333336
0.39788097	57.727276
0.47745377	71.200005
0.55702478	82.599998
0.63659358	104
0.71615994	120.24001
0.79572356	134.28572
0.87528408	154.42308
0.95484126	183.84
1.0343947	212.875
1.1139442	274.06061
1.1934894	513.38708
1.27303	864.3902
1.3525658	1357.9268
1.4320962	1694.25
1.5116211	2077.6279
1.5911403	2489.7561
1.6706532	2660.5383
1.7501599	3111.7307
1.8296597	3380.5576
1.9091524	3748.0754
1.9886378	3995.8333
2.0681157	4396.6001
2.1475854	4627.9829
2.227047	4882.6064
2.3065	5164.3018
2.3859441	5353.333
2.465379	5680.4229
2.5448043	5869.4492
2.6242201	6104.5542
2.7036257	6340.1704
2.7830207	6485.0625
2.8624053	6964.2856
2.9417787	7332.8516
3.0211408	7668.8223
3.1004915	8055.5171
3.1798301	8383.1582
3.2591567	8921.3301
3.3384705	9359.3682
3.4177716	9766.1602
3.4970598	10219.794
3.5763345	10697.767
3.6555953	11158.416
3.7348423	11473.555
3.8140748	11684.324
3.8932929	11773.324
3.972496	11760.619
4.0516839	12095.282
4.130856	12230.569
4.2100129	12428.5
4.2891531	12480.248
4.3682775	12755.273
4.4473848	12906.433
4.5264754	13042.366
4.6055484	13156.569
4.6846042	13415.178
4.7636418	13618.695
4.8426614	13940.533
4.9216623	13706.769
5.0006447	13892.211
5.079608	14155.673
5.1585517	14287.448
5.2374759	14603.571
5.3163805	15001.344
5.3952646	15393.5
5.4741282	15499.286
5.5529709	15671.923
5.6317925	16096.063
5.7105932	16547.174
5.789372	17455.111
5.8681288	18010.023
5.9468632	19090.662
6.0255752	20060.09
6.1042643	21114.924
6.18293	22306.186
6.2615728	23348.939
6.3401918	24405.334
6.4187865	25590.125
6.4973574	26357.27
6.5759039	26964.232
6.6544251	27359.611
6.7329211	27522.326
6.8113923	28048.789
6.8898373	28632.275
6.968257	28729.492
7.0466499	29126.508
7.1250162	29387.881
7.2033563	30348.941
7.2816687	31074.223
7.3599544	31636.156
7.4382119	32444.771
7.5164418	33144.836
7.5946436	33643.555
7.6728168	34315.047
7.7509608	35618.473
7.8290763	37014.027
7.9071627	37413.418
7.9852195	37958.148
8.0632458	38361.652
8.141243	39445.582
8.2192097	39818.195
8.2971449	40593.703
8.3750496	41710.773
8.4529238	42702.965
8.5307655	44135.133
8.6085758	46141.699
8.6863546	46740.23
8.764101	47792.84
8.841815	49129.348
8.9194956	50329.488
8.9971437	51248.223
9.0747576	52738.914
9.152339	53584.531
9.2298861	55077.195
9.3073997	55912.105
9.3848782	55914.957
9.4623222	56880.859
9.539731	57121.477
9.6171055	57557.922
9.6944447	58013.57
9.7717476	59550.211
9.8490143	60186.391
9.9262457	60296.566
10.00344	61026.262
10.080598	61671.832
10.157719	62327.551
10.234803	62544.844
10.31185	62981.348
10.388858	64559.727
10.465829	66647.977
10.542761	68316.586
10.619656	68054.445
10.69651	70196.828
10.773327	72864.305
10.850104	73767.766
10.926843	72512.391
11.003541	72596.914
11.080199	73755.742
11.156817	75398.867
11.233396	75241.688
11.309933	74478.859
11.386429	73303.273
11.462884	73058.492
11.539298	73271.633
11.61567	73236.195
11.692	74602.656
11.768289	76139.273
11.844535	76374.844
11.920738	75489.062
11.9969	75479.719
12.073017	75878.953
12.149092	76263.156
12.225122	76682.086
12.30111	77890.492
12.377053	78831.586
12.452952	79133.664
12.528808	80882.93
12.604618	81400.664
12.680384	85464.789
12.756104	84602.172
12.831779	85097.133
12.907409	84422.969
12.982992	83721.227
13.058531	82895.531
13.134023	83345.5
13.209468	83537.133
13.284866	83394.305
13.360218	83400.141
13.435523	83524.594
13.510781	83557.703
13.585991	83948.008
13.661154	85066.07
13.736268	84182.891
13.811335	84427.203
13.886353	84306.961
13.961323	83133.344
14.036243	83045.695
14.111115	83788.398
14.185938	83601.438
14.260712	82873.867
14.335436	83214.883
14.41011	83950.391
14.484734	84748.164
14.559307	85625.953
14.633831	86256.938
14.708303	85906.68
14.782726	84815.094
14.857098	84615.562
14.931417	84714.516
15.005686	85319.508
15.079903	85053.75
15.154068	85446.562
15.228181	85383.977
15.302242	84022.031
15.376251	82795.43
15.450208	83193.625
15.524111	83418.016
15.597961	84518.734
15.671759	84813.391
15.745503	84831.789
15.819194	86097.492
15.892831	86165.914
15.966414	86039.914
16.039944	84830.023
16.113419	85294.672
16.186838	84972.75
16.260204	84534.75
16.333515	84247.953
16.406773	84754.477
16.479973	86065.312
16.55312	86806.617
16.626209	86223.234
16.699244	84653.461
16.772223	84413
16.845146	84705.055
16.918013	84375.812
16.990824	83454.078
17.063578	83446.492
17.136274	82993.883
17.208916	82643.258
17.281498	81965.109
17.354025	82576.711
17.426493	82320.281
17.498905	82113.383
17.571259	82357.047
17.643555	82089.508
17.715794	81339.672
17.787973	81246.633
17.860094	80888.164
17.932158	80459.914
18.004162	80406.375
18.076107	80599.195
18.147995	80534.227
18.219822	81224.094
18.29159	80991.055
18.363298	80699.258
18.434948	79911.047
18.506538	80123.531
18.578068	80180.742
18.649538	80903.156
18.720949	80591.812
18.792299	81724.562
18.863588	83595.195
18.934816	80523.805
19.005983	78244
19.077091	77364.031
19.148138	77110.969
19.219122	77202.758
19.290047	76957.805
19.360909	76785.273
19.431709	77043.016
19.502449	77010.875
19.573126	77053.367
19.643742	76819.281
19.714294	76189.078
19.784786	76097.273
19.855215	75999.664
19.925581	76276.008
19.995884	76743.125
20.066126	77306.609
20.136303	76936.453
20.206419	76751.242
20.27647	76131
20.34646	75573.898
20.416386	75531.266
20.486246	74677.828
20.556046	74105.469
20.62578	73836.156
20.69545	74670.977
20.765059	74630.312
20.8346	74791.055
20.904079	74716.227
20.973494	74261.719
21.042843	73882.273
21.112129	74670
21.181349	74811.922
21.250505	74922.555
21.319597	74197.273
21.388622	74460.719
21.457584	74156.367
21.52648	73770.852
21.59531	73690.969
21.664076	73088.742
21.732775	73570.297
21.801409	73656.758
21.869978	73336.031
21.93848	72720.844
22.006918	72501.766
22.075287	72425.188
22.143593	72869.75
22.21183	73096.359
22.280003	72946.672
22.348108	72329.523
22.416147	72266.055
22.484119	72082.891
