110.000000, 0.033008
111.000000, 0.031094
112.000000, 0.027565
113.000000, 0.024873
114.000000, 0.022201
115.000000, 0.019116
116.000000, 0.016002
117.000000, 0.013262
118.000000, 0.010565
119.000000, 0.008258
120.000000, 0.007011
121.000000, 0.007144
122.000000, 0.007318
123.000000, 0.006551
124.000000, 0.005876
125.000000, 0.004947
126.000000, 0.004276
127.000000, 0.003657
128.000000, 0.002918
129.000000, 0.002547
130.000000, 0.002218
131.000000, 0.001829
132.000000, 0.001537
133.000000, 0.001241
134.000000, 0.001040
135.000000, 0.000790
136.000000, 0.000626
137.000000, 0.000520
138.000000, 0.000434
139.000000, 0.000432
140.000000, 0.000423
141.000000, 0.000433
142.000000, 0.000449
143.000000, 0.000454
144.000000, 0.000474
145.000000, 0.000488
146.000000, 0.000408
147.000000, 0.000332
148.000000, 0.000322
149.000000, 0.000320
150.000000, 0.000335
151.000000, 0.000337
152.000000, 0.000278
153.000000, 0.000271
154.000000, 0.000287
155.000000, 0.000297
156.000000, 0.000313
157.000000, 0.000321
158.000000, 0.000342
159.000000, 0.000352
160.000000, 0.000363
161.000000, 0.000384
162.000000, 0.000408
163.000000, 0.000431
164.000000, 0.000449
165.000000, 0.000474
166.000000, 0.000489
167.000000, 0.000507
168.000000, 0.000525
169.000000, 0.000564
170.000000, 0.000595
171.000000, 0.000624
172.000000, 0.000679
173.000000, 0.000689
174.000000, 0.000717
175.000000, 0.000795
176.000000, 0.000823
177.000000, 0.000874
178.000000, 0.000943
179.000000, 0.000914
180.000000, 0.000979
181.000000, 0.001047
182.000000, 0.001110
183.000000, 0.001114
184.000000, 0.001199
185.000000, 0.001256
186.000000, 0.001345
187.000000, 0.001392
188.000000, 0.001396
189.000000, 0.001461
190.000000, 0.001626
191.000000, 0.001673
192.000000, 0.001605
193.000000, 0.001560
194.000000, 0.001898
195.000000, 0.001783
196.000000, 0.001891
197.000000, 0.002059
198.000000, 0.002213
199.000000, 0.002424
200.000000, 0.002540
201.000000, 0.002934
202.000000, 0.003056
203.000000, 0.003323
204.000000, 0.003652
205.000000, 0.003943
206.000000, 0.004310
207.000000, 0.004532
208.000000, 0.005070
209.000000, 0.005704
210.000000, 0.006314
211.000000, 0.007515
212.000000, 0.007817
213.000000, 0.008736
214.000000, 0.009843
215.000000, 0.012365
216.000000, 0.012409
217.000000, 0.014803
218.000000, 0.015888
219.000000, 0.019630
220.000000, 0.020145
221.000000, 0.021479
222.000000, 0.021340
223.000000, 0.025492
224.000000, 0.034418
225.000000, 0.036818
226.000000, 0.047631
227.000000, 0.053177
228.000000, 0.072559
229.000000, 0.085789
