#Dec 02, 2016  02:37:39 PM
#Residual Gas Analyzer Software 
#Software Version, 3.211.002
#
#Analog Scan Setup:
#
#Data Points in Scan, 641 
#Units, Torr 
#Noise Floor, 2 
#CEM Status, OFF 
#Points Per AMU, 10
#Scan Start Mass, 1, amu 
#Scan Stop Mass, 65, amu
#Focus Voltage, 90, Volts 
#Ion Energy, HIGH 
#Electron Energy, 70, eV 
#CEM Voltage, 1000, Volts
#CEM Gain, 1.00E+006 
#Sensitivity Factor, 9.16E-005 
#Filament Current, 1.00, mAmps


 37.30,   4.35E-008, 
 37.40,   4.40E-008, 
 37.50,   3.96E-008, 
 37.60,   2.09E-008, 
 37.70,   1.09E-008, 
 37.80,   9.04E-009, 
 37.90,   1.07E-008, 
 38.00,   2.31E-008, 
 38.10,   5.01E-008, 
 38.20,   7.45E-008, 
 38.30,   9.16E-008, 
 38.40,   9.01E-008, 
 38.50,   8.13E-008, 
 38.60,   4.04E-008, 
 38.70,   2.20E-008, 
 38.80,   2.26E-008, 
 38.90,   3.74E-008, 
 39.00,   1.29E-007, 
 39.10,   2.90E-007, 
 39.20,   3.76E-007, 
 39.30,   4.51E-007, 
 39.40,   4.20E-007, 
 39.50,   3.77E-007, 
 39.60,   1.26E-007, 
 39.70,   3.07E-008, 
 39.80,   1.86E-008, 
 39.90,   2.02E-008, 
 40.00,   4.77E-008, 
 40.10,   1.27E-007, 
 40.20,   1.91E-007, 
 40.30,   2.35E-007, 
 40.40,   2.33E-007, 
 40.50,   2.11E-007, 
 40.60,   1.01E-007, 
 40.70,   3.55E-008, 
 40.80,   3.15E-008, 
 40.90,   4.80E-008, 
 41.00,   1.51E-007, 
 41.10,   4.12E-007, 
 41.20,   5.89E-007, 
 41.30,   7.21E-007, 
 41.40,   7.33E-007, 
 41.50,   6.76E-007, 
 41.60,   3.08E-007, 
 41.70,   5.35E-008, 
 41.80,   2.75E-008, 
 41.90,   3.12E-008, 
 42.00,   7.84E-008, 
 42.10,   2.45E-007, 
 42.20,   3.73E-007, 
