90.000000, 2.549083
91.000000, 2.260184
92.000000, 1.922647
93.000000, 1.603074
94.000000, 1.329176
95.000000, 1.111182
96.000000, 0.887559
97.000000, 0.715898
98.000000, 0.603615
99.000000, 0.405339
100.000000, 0.271115
101.000000, 0.164291
102.000000, 0.060598
103.000000, 0.065114
104.000000, 0.050121
105.000000, 0.033790
106.000000, 0.022834
107.000000, 0.012773
108.000000, 0.005274
109.000000, 0.003580
110.000000, 0.003885
111.000000, 0.004397
112.000000, 0.004663
113.000000, 0.005084
114.000000, 0.005869
115.000000, 0.006821
116.000000, 0.005865
117.000000, 0.006190
118.000000, 0.007004
119.000000, 0.006946
120.000000, 0.005322
121.000000, 0.005585
122.000000, 0.005350
123.000000, 0.005901
124.000000, 0.006678
125.000000, 0.007220
126.000000, 0.008480
127.000000, 0.008939
128.000000, 0.010200
129.000000, 0.012277
